org_id_a,org_id_b,org_name_b,relationship,source
GB-SC-SC038723,GB-CHC-1110520,The Coronary Thrombosis Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038743,GB-CHC-214864,Roman Catholic Purposes Administered in Connexion With the Missionary Sisters of Verona,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038844,GB-CHC-1059660,Pilotlight,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038854,GB-CHC-292282,Westleague Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038866,GB-CHC-1089967,The British Stammering Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038891,GB-CHC-1109838,Breast Health International Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038991,GB-CHC-1070674,NAPA,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039016,GB-CHC-1071872,Association of Marine Electronic and Radio Colleges Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039064,GB-CHC-1040631,The Association of Colleges Charitable Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039130,GB-CHC-235708,Soldiers' and Airmen's Scripture Readers Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039260,GB-CHC-253796,The Morrison-Bell Charitable Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039262,GB-CHC-1061212,Rfea Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039287,GB-CHC-1085709,"Alternatives to Violence Project, Britain",sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039389,GB-CHC-1113423,The Mertoun Gardens Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039453,GB-CHC-313660,School Library Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039458,GB-CHC-270291,National Association of Toy & Leisure Libraries,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039477,GB-CHC-1075789,Kids Out UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039511,GB-CHC-1099960,The Infertility Network (UK),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039561,GB-CHC-1149420,The Institute for Outdoor Learning,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039564,GB-CHC-250183,Charity for Roman Catholic Purposes in Connection With the Congregation of Sisters of Bon Secours De Paris - Province of Great Britain,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039652,GB-CHC-1038334,British Fuchsia Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039657,GB-CHC-250888,"Institute of Daughters of Mary Help of Christians, Otherwise Salesian Sisters of St John Bosco",sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039806,GB-CHC-1105920,European Squirrel Initiative,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039810,GB-CHC-1018559,Association of Christian Counsellors,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039863,GB-CHC-1103076,Youth Music Theatre UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039878,GB-CHC-283763,The Simpson Scholarship Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039915,GB-CHC-1098009,Actacc,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039918,GB-CHC-1035611,Carpathian Aid,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039947,GB-CHC-210031,Ican Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039959,GB-CHC-1116947,Red Squirrel Survival Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039961,GB-CHC-240168,Come Back to God Campaign,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040066,GB-CHC-257912,Mariapolis Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040097,GB-CHC-1016114,Association of External Quality Assessment Schemes Participants Meetings Organisers,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040103,GB-CHC-251087,Association for the Study of Medical Education [INACTIVE],sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040230,GB-CHC-1058944,The Blood Pressure Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040325,GB-CHC-1049059,The No Way Trust Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040458,GB-CHC-276520,Stella's Voice,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040484,GB-CHC-1107970,The Westie Rescue Scheme Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040488,GB-CHC-1003279,Anne Frank Trust UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040550,GB-CHC-1044475,Hope UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040681,GB-CHC-285474,The Luis Palau Evangelistic Team,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040716,GB-CHC-298688,Odinist Fellowship,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040783,GB-CHC-1128168,British and Irish Association of Zoos and Aquariums,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040953,GB-CHC-1082002,The John McAslan Family Charitable Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041055,GB-CHC-1076478,"Tamba, Twins & Multiple Births Association",sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041140,GB-CHC-1061359,Winston's Wish (a Grief Support Programme for Children),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041166,GB-CHC-1056573,Common Purpose International,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041204,GB-CHC-220467,The Evangelical Lutheran Church of England Trust Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041347,GB-CHC-272258,The National Ankylosing Spondylitis Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041353,GB-CHC-1042482,QUIT,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041409,GB-CHC-1125695,Heel and Toe Ltd,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041411,GB-CHC-1131480,Art of Living Foundation (UK),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041513,GB-CHC-1028986,The Lord Reigns Ministries,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041824,GB-CHC-267927,The Foundation for Canadian Studies in the United Kingdom,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041839,GB-CHC-1027384,Bardet - Biedl Syndrome UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042389,GB-CHC-1133829,Justice & Care,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041988,GB-CHC-1051631,The Swimming Teachers Association Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041997,GB-CHC-1063947,Cat Action Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042038,GB-CHC-1124737,The National Angling Museum,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042486,GB-CHC-210029,The Christian Community in Great Britain,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042887,GB-CHC-1097567,The Lily Foundation for the Congo,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042944,GB-CHC-1116260,The National Literacy Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043021,GB-CHC-1071657,Streetsmart-Action for the Homeless,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043250,GB-CHC-1031690,Multiple Sclerosis National Therapy Centres Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043288,GB-CHC-1125030,Birdline UK Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043294,GB-CHC-1143522,Idiopathic Intracranial Hypertension United Kingdom,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043332,GB-CHC-1036069,Children With Cystic Fibrosis-Dream Holidays,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043339,GB-CHC-1084787,Retraining of Race Horses,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047502,GB-CHC-1165934,Two Destination Language,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043579,GB-CHC-800797,The Disabilities Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043643,GB-CHC-1050992,Joint Aid Management,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043652,GB-CHC-1147445,St George's Police Childrentrust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043663,GB-CHC-1134606,The RCN Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047637,GB-CHC-1166559,Sexpression:uk,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043897,GB-CHC-276902,S N U Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044036,GB-CHC-269430,The Textile Conservation Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044053,GB-CHC-1151319,The John Hartson Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044190,GB-CHC-1092168,Different Strokes (Trustees) Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044197,GB-CHC-1096262,Revelation Rock-Gospel Choirs,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044280,GB-CHC-1143783,History Maker Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044566,GB-CHC-1150669,UK Society for Behavioural Medicine (Uksbm),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044636,GB-CHC-1148789,Ukpips Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044744,GB-CHC-1046443,Myaware,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044848,GB-CHC-1145560,The Kerusso Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045036,GB-CHC-1109088,Berwick-Upon-Tweed Community Development Trust Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045217,GB-CHC-1148302,The Military Wives Choirs Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045226,GB-CHC-271326,BJS Society Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045254,GB-CHC-1157994,Social History Curators' Group,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045348,GB-CHC-1155288,Polish Scouting Association (UK Region) Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045460,GB-CHC-1087210,The St. John and Red Cross Defence Medical Welfare Service,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045524,GB-CHC-1126220,Wwoof (World Wide Opportunities on Organic Farms),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045571,GB-CHC-1121917,The Dollywood Foundation UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045786,GB-CHC-248979,The Christadelphian Auxiliary Lecturing Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046037,GB-CHC-1006391,British Thyroid Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046039,GB-CHC-296919,The British Archaeological Awards,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046104,GB-CHC-1139083,Grow Volunteer Consulting,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046150,GB-CHC-1156687,The Turing Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046199,GB-CHC-1091673,The Thomas Cook Children's Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046238,GB-CHC-306054,The Lords Taverners,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046269,GB-CHC-1126386,Dsa-Qag,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046278,GB-CHC-1140543,Action on Elder Abuse,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046385,GB-CHC-1145324,British Society of Cardiovascular Imaging / British Society of Cardiovascular Computed Tomography ( Bsci / BSCCT),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047557,GB-CHC-1072425,The Caxton Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047719,GB-CHC-1176805,Hand in Hand for Aid and Development,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047733,GB-CHC-1156985,The Cinnamon Network,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047740,GB-CHC-1131072,Urostomy Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047748,GB-CHC-1145354,Legasee Educational Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047760,GB-CHC-1153497,Walking With the Wounded,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047778,GB-CHC-1172460,Mates in Mind,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047797,GB-CHC-1173851,Echoes International,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048021,GB-CHC-1170994,Combined Cadet Force Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048023,GB-CHC-1149249,Kingdom Heritage Christian Fellowship,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048038,GB-CHC-1175109,Causeway Education Ltd,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048051,GB-CHC-1132286,The Care Workers Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048055,GB-CHC-1136077,The Prince's Countryside Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048075,GB-CHC-1152978,Give Us Time,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048102,GB-CHC-1093028,Co-Operative Community Investment Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048141,GB-CHC-1118200,Ice and Fire Theatre Company Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048180,GB-CHC-1176542,GFG Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048193,GB-CHC-1160374,Community Leisure Services Partnership,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048198,GB-CHC-270288,The British Kidney Patient Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048202,GB-CHC-1102510,Magic Breakfast,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048203,GB-CHC-800262,The Family Holiday Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048207,GB-CHC-1150405,Safe Families for Children,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048210,GB-CHC-1087843,Encephalitis Support Group,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC010951,GB-CHC-272100,The Brittle Bone Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC018295,GB-CHC-231574,The Sisters of St Joseph of Peace Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043394,GB-CHC-1140864,People and Planet Student Activities Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043491,GB-CHC-1149438,Ibrahim Foundation Ltd,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043566,GB-CHC-1084057,Minhaj-Ul-Quran Welfare Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043665,GB-CHC-306075,The National Youth Theatre of Great Britain,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043717,GB-CHC-1135829,Honour Our Troops,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043942,GB-CHC-256659,The Society for Underwater Technology Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044109,GB-CHC-1118733,The Maria Watt Birmingham Foundation for Childhood and Teenage Leukaemia,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044294,GB-CHC-1118143,The Lucie Blackman Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044745,GB-CHC-1081637,Police Roll of Honour Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045076,GB-CHC-1157154,The Ey Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045337,GB-CHC-1156341,The Chartered Certified Accountants Benevolent Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046184,GB-CHC-1047725,Raynet-UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046266,GB-CHC-1148093,Wings for Warriors,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048848,GB-CHC-1159105,Co-operative College,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048848,GB-CHC-1060008,Co-operative College,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039264,GB-CHC-1074541,The Waterways Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048644,GB-CHC-1144513,Wikimedia UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC050343,GB-CHC-1094788,Pregnancy Sickness Support,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC050396,GB-CHC-283771,La Leche League Great Britain,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048291,GB-CHC-1106864,SafeLives,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048882,GB-CHC-1128776,Maternity Action,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044090,GB-CHC-1185594,BRITISH ARACHNOLOGICAL SOCIETY,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047560,GB-CHC-1194327,THE OESOPHAGEAL PATIENTS ASSOCIATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037892,GB-CHC-1160647,ADOPTION UK CHARITY,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037931,GB-CHC-1180025,ASSOCIATION FOR HERITAGE INTERPRETATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038109,GB-CHC-207327,THE ROYAL AIR FORCE BENEVOLENT FUND,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039189,GB-CHC-211645,ABF THE SOLDIERS' CHARITY,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039635,GB-CHC-1156066,THE ENGINEERING DEVELOPMENT TRUST,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039682,GB-CHC-1200671,LUPUS UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040673,GB-CHC-1150036,DEEPER CHRISTIAN LIFE MINISTRY,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041828,GB-CHC-1177819,THE HIDRADENITIS SUPPURATIVA TRUST,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043324,GB-CHC-1198601,THE UNITE FOUNDATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044263,GB-CHC-1005446,SPORTS CHAPLAINCY UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044745,GB-CHC-1179754,POLICE ROLL OF HONOUR TRUST,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045337,GB-CHC-222595,THE CHARTERED CERTIFIED ACCOUNTANTS' BENEVOLENT FUND,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046364,GB-CHC-1181649,STARFISH ASIA,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046382,GB-CHC-1176393,ARMY FAMILIES FEDERATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046748,GB-CHC-1165004,ZAMBESI MISSION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046980,GB-CHC-1196277,DOCTORS' SUPPORT NETWORK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047719,GB-CHC-1145862,HAND IN HAND FOR AID AND DEVELOPMENT,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047760,GB-CHC-1133558,WALKING WITH THE WOUNDED,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048021,GB-CHC-305988,COMBINED CADET FORCE ASSOCIATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049820,GB-CHC-1168051,SPORTS CHAPLAINCY UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037916,GB-CHC-1186735,THE HYPERMOBILITY SYNDROMES ASSOCIATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048852,GB-CHC-1179349,RSM UK FOUNDATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049459,GB-CHC-1166993,PYJAMA FAIRIES,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048472,GB-CHC-313429,THE NATIONAL FILM AND TELEVISION SCHOOL,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048893,GB-CHC-1165651,RING20 RESEARCH AND SUPPORT UK CIO,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049431,GB-CHC-1106735,NATIONAL KIDNEY FEDERATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049776,GB-CHC-1118525,INTOUNI,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC050331,GB-CHC-266476,GLOBAL RECORDINGS NETWORK UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC051390,GB-CHC-1085527,ANAPHYLAXIS UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049474,GB-CHC-313014,CHARTERED INSTITUTE OF LIBRARY AND INFORMATION PROFESSIONALS,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC050006,GB-CHC-260346,BRITISH ARACHNOLOGICAL SOCIETY,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC050006,GB-CHC-1185594,BRITISH ARACHNOLOGICAL SOCIETY,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043853,GB-CHC-1150561,MATCHING PARTNERS CANINE RESCUE,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049759,GB-CHC-1094343,STEPS CHARITY WORLDWIDE,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC051304,GB-CHC-1148600,WETWHEELS FOUNDATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC051312,GB-CHC-1053549,THE CHILD ACCIDENT PREVENTION TRUST,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049433,GB-CHC-1093910,GAMBLEAWARE,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC020922,GB-CHC-1187187,MEDICAL EXPEDITIONS,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC050127,GB-CHC-1019171,MARYLEBONE CRICKET CLUB FOUNDATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048259,GB-CHC-230143,THE COMMUNITY OF ALL HALLOWS,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048317,GB-CHC-1047501,Action Against Hunger UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048333,GB-CHC-1173607,FND HOPE UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048376,GB-CHC-1177819,THE HIDRADENITIS SUPPURATIVA TRUST,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048376,GB-CHC-1128167,THE HIDRADENITIS SUPPURATIVA TRUST,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048413,GB-CHC-1084042,RACING WELFARE,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048584,GB-CHC-1126147,THE ACCESS TO JUSTICE FOUNDATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048752,GB-CHC-1158406,BETHLEHEM CARE AND HOSPICE TRUST,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048777,GB-CHC-1144355,MARIE COLLINS FOUNDATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048778,GB-CHC-1065192,LIFE CHANGING MINISTRIES INTERNATIONAL CHURCH SOUTH CHESHIRE TRUST,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048814,GB-CHC-1178951,CONGENITAL ADRENAL HYPERPLASIA SUPPORT GROUP,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048838,GB-CHC-1094095,FRIENDS INTERNATIONAL MINISTRIES,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048858,GB-CHC-1061543,POHWER,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048881,GB-CHC-1179246,PARKINSON'S CARE AND SUPPORT UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048913,GB-CHC-1167021,MAINLY MUSIC UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048960,GB-CHC-1156927,HUMANIMAL TRUST,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049019,GB-CHC-1060963,WHEN YOU WISH UPON A STAR,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049025,GB-CHC-1128341,PENNY APPEAL,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049032,GB-CHC-268448,THE ONAWAY TRUST,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049143,GB-CHC-1014792,TRINITY COLLEGE LONDON,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049501,GB-CHC-1183026,CENTRE FOR HOMELESSNESS IMPACT,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049525,GB-CHC-1178420,THEROCKINR,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049625,GB-CHC-228089,MUSICIANS BENEVOLENT FUND,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049712,GB-CHC-1184957,JOSEPH ROWNTREE FOUNDATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049738,GB-CHC-1182379,SPIRITUALISTS' NATIONAL UNION TRUST,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049777,GB-CHC-1137689,PANCREATIC CANCER ACTION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049780,GB-CHC-285917,THE GOLF FOUNDATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049810,GB-CHC-1107539,THE APLASTIC ANAEMIA TRUST,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049846,GB-CHC-1182566,UK NATIONAL PARKS CHARITY FOUNDATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049849,GB-CHC-1185618,UK CENTRE FOR ECOLOGY & HYDROLOGY,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049882,GB-CHC-1178581,5RIGHTS FOUNDATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049891,GB-CHC-1183834,DFN PROJECT SEARCH,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049896,GB-CHC-1185265,NATIONAL OCEANOGRAPHY CENTRE,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049948,GB-CHC-1182637,THE CHILDREN'S CANCER AND LEUKAEMIA GROUP,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049948,GB-CHC-286669,THE CHILDREN'S CANCER AND LEUKAEMIA GROUP,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC049982,GB-CHC-1186780,COUNCIL OF DEANS OF HEALTH,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC050018,GB-CHC-1149227,EQUAL COMMUNITY FOUNDATION UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC050175,GB-CHC-1123791,MYBNK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC050218,GB-CHC-1189196,MAIL FORCE CHARITY CIO,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC050339,GB-CHC-1186976,TOGETHER IN DEMENTIA EVERYDAY,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC050400,GB-CHC-1161290,THE VIRGIN MONEY FOUNDATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC050487,GB-CHC-1184933,TAIGH MOR FOUNDATION,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC050502,GB-CHC-271602,TBF TRUST,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC050547,GB-CHC-1060005,GAMCARE,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC050578,GB-CHC-1151015,INTERNATIONAL SPINAL RESEARCH TRUST,sameas,Charity Registered in Scotland and England & Wales
